b'\x00'
b'Q,136,000.07,358,000.53,0981.4,021,+071.4,+030.4,+40.436968:-079.922768:+0327.00,2025-02-11T22:34:41.7,+05.0,0004,\x031F'
b'Q,135,000.08,001,000.35,0981.4,021,+071.4,+030.4,+40.436968:-079.922768:+0327.20,2025-02-11T22:34:42.7,+05.0,0004,\x031D'
b'Q,134,000.08,002,000.24,0981.4,021,+071.4,+030.4,+40.436992:-079.922768:+0327.29,2025-02-11T22:34:43.7,+05.0,0004,\x0312'
b'Q,143,000.08,011,000.15,0981.4,021,+071.4,+030.4,+40.437012:-079.922768:+0327.20,2025-02-11T22:34:44.7,+05.0,0004,\x031C'
b'Q,141,000.09,006,000.26,0981.4,021,+071.4,+030.4,+40.437024:-079.922784:+0327.10,2025-02-11T22:34:45.7,+05.0,0004,\x031C'
b'Q,136,000.13,000,000.64,0981.4,021,+071.4,+030.4,+40.437056:-079.922784:+0326.90,2025-02-11T22:34:46.7,+05.0,0004,\x0318'
b'Q,136,000.10,001,000.36,0981.4,021,+071.4,+030.4,+40.437068:-079.922784:+0326.70,2025-02-11T22:34:47.7,+05.0,0004,\x031F'
b'\x00'
b'Q,167,000.09,160,000.63,0981.4,021,+071.3,+030.2,+40.437488:-079.922896:+0321.10,2025-02-11T22:36:22.7,+05.0,0004,\x0312'
b'Q,154,000.11,156,000.39,0981.4,021,+071.3,+030.2,+40.437480:-079.922896:+0321.20,2025-02-11T22:36:23.7,+05.0,0004,\x031B'
b'Q,130,000.14,147,000.16,0981.4,021,+071.3,+030.2,+40.437476:-079.922888:+0321.29,2025-02-11T22:36:24.7,+05.0,0004,\x0319'
b'Q,119,000.15,146,000.10,0981.4,021,+071.3,+030.2,+40.437460:-079.922888:+0321.20,2025-02-11T22:36:25.7,+05.0,0004,\x031B'
b'\x00'
b'Q,155,000.06,168,000.54,0981.4,021,+071.3,+030.0,+40.437500:-079.922848:+0322.40,2025-02-11T22:36:36.7,+05.0,0004,\x0313'
b'Q,178,000.05,167,000.46,0981.4,021,+071.3,+030.0,+40.437512:-079.922848:+0322.50,2025-02-11T22:36:37.7,+05.0,0004,\x0310'
b'Q,187,000.05,164,000.30,0981.4,021,+071.3,+030.0,+40.437512:-079.922848:+0322.60,2025-02-11T22:36:38.7,+05.0,0004,\x031E'
b'Q,194,000.08,157,000.29,0981.4,021,+071.3,+030.0,+40.437500:-079.922848:+0322.70,2025-02-11T22:36:39.7,+05.0,0004,\x031A'
b'Q,181,000.15,155,000.42,0981.3,021,+071.3,+030.1,+40.437512:-079.922848:+0322.79,2025-02-11T22:36:40.7,+05.0,0004,\x031F'
b'Q,180,000.09,165,000.54,0981.3,021,+071.3,+030.3,+40.437520:-079.922848:+0322.79,2025-02-11T22:36:41.7,+05.0,0004,\x0315'
b'Q,193,000.16,155,000.53,0981.3,022,+071.3,+030.6,+40.437512:-079.922840:+0322.60,2025-02-11T22:36:42.7,+04.8,0004,\x0310'
b'Q,202,000.13,160,000.59,0981.3,022,+071.3,+030.9,+40.437512:-079.922840:+0322.40,2025-02-11T22:36:43.7,+04.9,0004,\x031F'
b'Q,188,000.17,150,000.41,0981.3,022,+071.3,+031.3,+40.437488:-079.922840:+0322.20,2025-02-11T22:36:44.7,+05.0,0004,\x0310'
b'Q,192,000.15,151,000.39,0981.3,023,+071.3,+031.7,+40.437488:-079.922840:+0322.29,2025-02-11T22:36:45.7,+05.0,0004,\x031A'
b'Q,198,000.13,102,000.13,0981.3,023,+071.3,+031.9,+40.437460:-079.922832:+0322.29,2025-02-11T22:36:46.7,+05.0,0004,\x0316'
b'Q,188,000.07,164,000.44,0981.3,023,+071.3,+032.1,+40.437448:-079.922840:+0322.29,2025-02-11T22:36:47.7,+05.0,0004,\x0315'
b'Q,237,000.20,156,000.57,0981.3,023,+071.3,+032.5,+40.437424:-079.922832:+0322.20,2025-02-11T22:36:48.7,+05.0,0004,\x0319'
b'Q,196,000.30,137,000.50,0981.3,024,+071.3,+033.2,+40.437424:-079.922840:+0322.20,2025-02-11T22:36:49.7,+05.0,0004,\x0315'
b'Q,139,000.16,164,000.33,0981.3,025,+071.3,+033.9,+40.437412:-079.922840:+0322.40,2025-02-11T22:36:50.7,+05.0,0004,\x0316'
b'Q,270,000.11,171,000.65,0981.3,025,+071.3,+034.4,+40.437388:-079.922840:+0322.40,2025-02-11T22:36:51.7,+05.0,0004,\x0317'
b'Q,083,000.19,191,000.33,0981.3,026,+071.3,+034.9,+40.437380:-079.922848:+0322.40,2025-02-11T22:36:52.7,+05.0,0004,\x0311'
b'Q,053,000.78,319,000.58,0981.3,026,+071.3,+035.3,+40.437388:-079.922848:+0322.40,2025-02-11T22:36:53.7,+05.0,0004,\x0316'
